title,location,points,comments,img_link,visitor,say
西山温泉乐园,北京市海淀区西北旺镇丰智东路13号（永丰路与北清路十字路口往南800米路东）,4.7,(1416条点评),https://dimg04.c-ctrip.com/images/1lo3912000cvxck5pA4B4_C_220_140.jpg,BIG米,北京西山温泉♨️主打一个18小时玩不够啊，不论大朋友🧑‍🤝‍🧑还是小朋友🧒全部玩嗨，太上头了哈哈哈，圣诞节主题活动已开启，[礼花]快来happy哈哈玩耍一下推荐指数：🌟🌟🌟🌟🌟娱乐设施：🌟🌟🌟🌟🌟丰富餐食：🌟🌟🌟🌟🌟✔️一层室内外温泉区🍭藏药区太美了吧，深得我心，还有女士暖宫🚺专属泡池，在里面躺着，敷一个中药🌿包，肩颈太舒服了😌喝着红糖姜茶美呆了🍭室外温泉♨️北京下雪了❄️，飘着雪花泡室外温泉，太浪漫了，💏，北京去哪找，就来北京西山温泉，温暖你的心肝脾肺肾🍭室内温泉、儿童戏水区室内多种泡池，满足你的一切需求，美人池、还有专业游泳池🏊，柚子池，去死皮小鱼池，按摩池，都是37度至40度左右，完全💯满意🈵️✔️二层魔力空间进入即可拥有2500平方米娱乐空间，现在定时🈶️圣诞荧光派对、圣诞游园会、圣诞节小手工、音乐年代秀，狂欢派对大小朋友都开心极了，魔力SHOW✌🏻各种脸部化妆太美了‼️糖果会可以不限时的儿童托管，大人就可以放心玩耍了哈哈哈✔️围炉煮茶地下1⃣️层还有围炉煮茶，换装各式汉服，樱花🌸树下，美滋滋，还有各种游戏机、格子间可以各种舒服的躺着刷手机哈哈哈✔️5⃣️层鹦鹉乐园门口一个大鹦鹉超级威武帅气，各种游戏机🎮、篮球机🏀、射击等等，西山温泉对小朋友超级友好，当然，小朋友来了完全不想回家哈哈哈✔️四季餐厅我们选择的🈶️早餐🍳、午餐/晚餐任选一顿，夜宵这种，非常划算，生蚝🦪不限量是现在的季节限定，现蒸生蚝非常的新鲜，大厨🧑‍🍳会帮忙撬开壳，完全不用担心吃起来费劲哈哈哈，真贴心！对于我朋友这个三文鱼脑袋，去了三次取了三大盘，完全💯吃过瘾🧧北京西山温泉乐园📍北京市海淀区丰智东路13号
中山公园,东城区中华路4号(天安门西侧),4.7,(731条点评),https://dimg04.c-ctrip.com/images/1A0r190000016k56gAA44_C_220_140.jpg,sh****8,北京中山公园的社稷坛与太庙相对，分别位于天安门的一左一右，体现了“左祖右社”的帝王都城设计原则。以五色土建成的社稷坛包含着古代人对土地的崇拜，五种颜色的土壤，由全国各地纳贡交来，以表明“普天之下，莫非王土”之意。社稷坛是古代帝王江山社稷的象征。五色土是指青、红、黄、白、黑五种颜色纯天然土壤。
红螺寺,北京市怀柔区怀柔镇卢庄村北红螺东路2号,4.8,(2316条点评),https://dimg04.c-ctrip.com/images/1lo4i12000d2lmqtkDC4D_C_220_140.jpg,  快乐de蒲公英,红螺寺景区非常不错，大气的门楼威严庄重，寺内绿树成荫，环境优雅宁静，尤其两颗千年银杏树，金灿灿的树叶特别的美，还有免费的香供游客使用，很值得一游
北京宋庆龄故居,北京市西城区后海北沿46号,0,(暂无点评),https://dimg04.c-ctrip.com/images/100g0b0000005d8on2C3F_C_220_140.jpg,暂无游客评论,暂无用户评价
八大处公园,北京市石景山区西山风景区南麓八大处公园,4.8,(2561条点评),https://dimg04.c-ctrip.com/images/100b1f000001gsltw7A06_C_220_140.jpg,203****105,来八大处证果寺烧香拜佛，发现一只黑猫警长在此修炼，证果寺边上曲径通幽处还有一个秘魔崖里面供奉着几尊佛像，今天天气很好拍照也很出片！
泡泡玛特城市乐园,北京市朝阳区朝阳公园南路1号40幢（朝阳公园内，近朝阳公园西3门）,4.6,(92条点评),https://dimg04.c-ctrip.com/images/1lo6b12000c491zsf9668_C_220_140.png,M11****984,超级适合带娃来，参加活动有奖品，即便没赢也有几年奖品，适合亲子互动。每人可以买2个娃娃，如果抽的娃娃不喜欢，现场还可以换哟。
国子监,北京市东城区国子监街15号,4.7,(508条点评),https://dimg04.c-ctrip.com/images/10050b0000005dawgF487_C_220_140.jpg,清风明月照我还,太学门是国子监教学区的大门，门内是建于乾隆年间的琉璃牌坊，琉璃牌坊是最高等级的牌坊，北京一共有十座，两侧有钟鼓楼和御碑亭，牌坊后是主建筑避雍，教学院有东西六堂和两厅，是国子监监生上课和管理机构，以前曾作为首都图书馆使用。国子监是元明清三代的国家最高学府，值得参观游览。
北京奥林匹克塔,北京市朝阳区奥林匹克公园内,4.5,(612条点评),https://dimg04.c-ctrip.com/images/0104u12000ap3b3xr671A_C_220_140.jpg,郭润龙浪迹天涯,20230522全天：1、“奥运塔”位于5A景区“奥林匹克公园”。奥林匹克公园是2008年奥运会和残奥会、2022年冬奥会的比赛区域，是世界首个“双奥园区”，位于北京中轴线北侧，集休闲健身、绿地养生、体育文化、赛事演出于一体的多功能景区，多次举办过国际重要会议。景区分奥运功能区和森林公园2大区域。入园免费，场馆内部收费，周一闭馆。①地址：北京市朝阳区科荟路33号。②交通：公交直达，开车很好停。③旺季：无。④用时：1天。2、奥运功能区呈长方形，面积广阔的广场上遍布各种雕塑，其中2022年冬奥会火炬台上的雪花雕塑是必打卡的主雕塑。东北角人工湖岸边的商铺是夜间聚餐好去处，浪漫有情调，马路边各色牡丹绽放，雍容华贵。游客可进内部参观的建筑有国家体育场（“鸟巢”）、国家游泳中心（“水立方”）、国家速滑馆（“冰丝带”）、“奥运塔”，前3个场馆买三馆联票会便宜些。3、奥运塔全称“奥林匹克塔”，位于中轴线由东北侧，建于2011年，原称“生命之树”，由5个塔冠独立组成，最高的246.8米，高空向下看呈五环标志。奥运塔每天21:30闭馆，建议傍晚进塔呆3小时，能一次看到白天街景、傍晚日落、晚间亮灯3个不同风格的美景，最划算。塔内电梯从底层直接上到76层：①底层：包括“奥运起源”、“奥运塔建设展”（很涨见识）和一些趣味游戏。②顶层：出直梯后沿旋转通道到顶层的餐厅，墙壁上贴有国内外名塔照片。再往上便是室外观景台，可上帝视角360度欣赏北京全景，其中可拍鸟巢的正南方向是最佳拍照点。另外建议别带帽子，风大时被吹跑。
钟鼓楼,北京市东城区钟楼湾胡同临9号,4.6,(302条点评),https://dimg04.c-ctrip.com/images/0106b120008c2kehh4A33_C_220_140.jpg,cafe1990,钟楼，鼓楼都是北京仅存的几个高大古建筑之一，非常适合打卡拍照，可以饱览北京全景的天际线！修缮不太到位，设施保养也不到位，缺乏互动性，没有动画介绍，没有相关历史名人和故事的介绍。可以改进的地方太多啦！推荐来，必到地点之一。
鼓楼,北京市东城区钟楼湾胡同临字9号,4.6,(307条点评),https://dimg04.c-ctrip.com/images/0103i12000b8dco6n397B_C_220_140.jpg,M28****5238,值得去历史的见证爬梯也是挑战古代人的智慧和聪明给后人留下了宝贵的 孩子增长见识了解人文中国的文化博大精深深深的刻在脑子里
午门,北京市东城区故宫博物院内,4.8,(439条点评),https://dimg04.c-ctrip.com/images/100v13000000vbns4B0F4_C_220_140.jpg,suofei8520,历史悠久的皇宫大门，实际上还是一个博物馆，里面有各种各样的展览。非常值得认真学习和观赏。没有必要急着进到西六宫东六宫。其实在午门也可以看到不少。'我去的时候正好是，藏传佛教展。非常精美。
中华民族博物院,北京市朝阳区民族园路1号（健翔桥东路口）,4.5,(1125条点评),https://dimg04.c-ctrip.com/images/0105r1200095xlq9uB006_C_220_140.jpg,黑龙大稚,很有民族特色，是了解不同民族建筑风格、人土风情的公园、博物馆。地方比较大，整体设计错落有致，风景宜人，适合拍照，处处出大片。
国家图书馆,北京市海淀区中关村南大街33号,4.7,(401条点评),https://dimg04.c-ctrip.com/images/10030m000000dhy8h1902_C_220_140.jpg,把剑长歌,到国图翻翻《永乐大典》复制品，体会《永乐大典》的排版之美，👍“台阁体”的字体也很漂亮！👍原来鲁迅、郑振铎先生等也对《永乐大典》入藏国家图书馆做了许多贡献。1909年8月5日，清学部奏请将内阁、翰林院仅存64册《永乐大典》移送京师图书馆，由于这批书被翰林院掌院学士陆润庠搬至其家秘藏，手续未能马上办理。中华民国成立后，鲁迅出任教育部社会教育司第一科科长，主管图书馆事务，他多次向陆润庠索要，这批书最终于1912年7月入藏京师图书馆。👍
升旗仪式,北京市天安门广场南端,0,(暂无点评),https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/8D/06/Cghzf1Ww-n-ARSoLAAk6Iu0i3zQ107_C_220_140.jpg,暂无游客评论,暂无用户评价
后海,西城区什刹海景区内,4.7,(60条点评),https://dimg04.c-ctrip.com/images/0101t1200082f7ikh1A73_C_220_140.jpg,白猫警长4851,后海是一个古老的湖泊，周围环绕着许多传统的胡同和四合院。可以在湖边散步，欣赏湖水和古老建筑的美景。晚上，湖边的酒吧和餐馆也是一个很好的选择，也可以在这里品尝到北京的传统美食和享受夜生活。什刹海周围景点:恭王府 醇亲王府 庆王府梅兰芳故居宋庆龄故居郭沫若纪念馆关岳庙广化寺德胜门箭楼汇通祠 银锭桥烟袋斜街鸦儿胡同南锣鼓巷北锣鼓巷
石景山游乐园,北京市石景山区石景山路25号,4.1,(1067条点评),https://dimg04.c-ctrip.com/images/350215000000xwf0s8579_C_220_140.jpg,匿名用户,北京市比较古老的游乐园，但很有小时候的意境，能够给我们很多回忆，里面卖吃的摊位也有，很多烧烤，饮品，加上一些方便食品，凑合一顿还可以。
红砖美术馆,北京市朝阳区顺白路马泉营西路路口西100米路北,4.3,(223条点评),https://dimg04.c-ctrip.com/images/1002180000014syokBEB5_C_220_140.jpg,xxx_88688,很有特色的美术馆，外部环境和风格都不错，很有体验感，就是展示的作品一般般，是一个去过一次就可以的美术馆，建造者还是花了不少心思的！
北京乐高探索中心,北京市朝阳区常通路1号院1号楼-2至5层101内三层3F-Z3,4.3,(166条点评),https://dimg04.c-ctrip.com/images/100k12000000rt47cF6E6_C_220_140.jpg,M18****696,乐高探索中心不大，孩子可以自己玩，大人陪着玩一会儿可以自己休息一会儿，里面也有餐厅，还有一个4D影院，电影一次15分钟，玩两三个小时没问题。
司马台长城,北京市密云区古北口镇司马台村北,4.7,(1024条点评),https://dimg04.c-ctrip.com/images/100t1f000001gqc8v0398_C_220_140.jpg,冰咖啡彩虹糖,司马台长城位于北京密云古北水镇东南，为明代古建筑。整个长城城墙依险峻山势而筑，以奇、特、险著称，保存有完整的20座敌楼，尤其望京楼筑于海拔千米的陡峭峰顶，可遥望到北京城区。司马台长城被联合国教科文组织确定为“原始长城”。英国的泰晤士报2012年将司马台长城评为“全球不容错过的25处风景之首” 。
人民大会堂,北京市西城区西长安街天安门广场西侧,4.7,(452条点评),https://dimg04.c-ctrip.com/images/100p1f000001gpgnaB249_C_220_140.jpg,望雁,人民大会堂，雄伟壮观。而且是可以从各个不同的角度欣赏的。也是横看成岭侧成峰，远近高低各不同的代表性建筑。特别是那些柱子，真是太震撼人心了。
太和殿,北京市东城区景山前街4号故宫博物院内,4.8,(344条点评),https://dimg04.c-ctrip.com/images/100c0b0000005z14352F9_C_220_140.jpg,wms****14,秀才说李老师带我游故宫，漫步故宫是一次走进历史，感受历史的独特之旅，沉浸在中华文明的瑰宝之中，感受历史的深沉壮阔，辉煌与沧桑，感受中华文化的博大精深，深深的爱国情怀油然而生，不虚此行！尤其感谢小李老师的讲解，非常细致周到又十分有趣，下次有机会还找小李老师！
八达岭古长城（残长城）,北京市延庆区八达岭镇东沟村,4.7,(527条点评),https://dimg04.c-ctrip.com/images/0103i120008a1yi2t4D40_C_220_140.jpg,冰绿茶,八达岭古长城（残长城），闯王古道依旧，长城不见烽烟，城墙虽已残断，然其傲骨犹存。于此寂静之中，心随风舞，凭吊山曲。​中外游客想不开非要去对面的八达岭长城，北京任意一个长城都比八达岭强。
定陵,北京市昌平区环陵路北京十三陵风景区内盛得剧场西60米,4.5,(911条点评),https://dimg04.c-ctrip.com/images/0103q120009heee8l205F_C_220_140.jpg,郭润龙浪迹天涯,20230521全天：1、“明十三陵”是明朝13位皇帝23位皇后、7位妃子、2位太子、1位太监墓的总称，是世界文化遗产，位于天寿山山麓，几乎每座帝陵占一山头，建造共历时235年，目前仅开放“三陵一路”（长陵、定陵、昭陵、神路）和康陵。十三陵在明末清初被李自成农民军和清摄政王多尔衮先后两次破坏，清代为笼络汉族臣民人心，在清乾隆五十至五十二年（1785-1787年）进行大规模修复，但在民国时期又遭劫，建国后在1980s、2003年（申报世遗期间）两次大修。定陵是13座皇陵中唯一被官方挖掘并开放地宫的必去之陵。①地址：北京市昌平区十三陵镇昌赤路。②交通：公交直达，开车很好停。③旺季：无。④用时：1天。⑤注意事项：皇陵之间相距较远，但都有公交站，自驾游最佳。2、定陵葬有明朝第13位皇帝、明神宗万历皇帝朱翊钧及其2位皇后王氏、王氏，始建于明万历十二年（1584年），耗时6年，耗银800万两，约合人民币200多亿，占地18万平方米，背靠“大峪山”，是3座生前所修的明皇陵之一（另外2座是长陵和永陵，其余都是皇帝死后所修）。景区门口有讲解，30元。进入定陵后依次途经：①神功圣德碑：与“三座桥”（桥栏为现代补配）都在定陵检票口外，原有碑亭，清初被毁。驮御碑的是赑屃，在龙九子中排老六，力大且温顺，是古代专门驮御碑的瑞兽。碑上无字，且自朱棣之后的神功圣德碑都无字。②祾恩门：连同“祾恩殿”都只剩石基，先在明崇祯十七年（1644年）由李自成焚毁，同年5月清军入关多尔衮再次破坏，以报复明天启二年至三年（1622-1623年年）的“明拆金陵”，即为了破坏后金（满清入关前的国号，自称是金朝后裔，金朝是1115-1234年的北方政权，与南侧南宋、北侧蒙古对峙）的“龙气”，将金朝完颜氏族位于北京的皇陵毁坏。定陵在清乾隆年间修复后，民国二年（1913年）在定陵管理权争夺中再次被焚毁，大火烧了3天，目前遗址台基被部分烧成黑色，为还原历史原貌让游客深刻体会，景区并未将黑皮刮掉。③东、西配殿：用作“定陵出土文物精品展”，展示了墓主的生平和精选的出土文物或复制品，其中“金丝翼善冠”（由1根1斤6两的金丝编成，出土的唯一皇冠原物）、“九龙九凤冠”（用“点翠工艺”将10万多只翠鸟脖后最鲜艳那根羽毛粘贴，永不褪色，重4斤6两…字数超限，在最后一张图片里继续。
大熊猫馆,北京市西城区西直门外大街137号北京动物园熊猫馆内,4.5,(45条点评),https://dimg04.c-ctrip.com/images/01073120007qdmn9hB397_C_220_140.jpg,匿名用户,值得去打卡的地方，主要交通便利门票很亲民，适合带孩子来的地方，还可以看国宝大熊猫和其他动物，就是天气热备做好防暑降温的装备
中国美术馆,北京市东城区五四大街一号,4.8,(521条点评),https://dimg04.c-ctrip.com/images/0106912000836av9wAF86_C_220_140.jpg,白猫警长,中国美术馆位于北京市中心，占地面积广阔，建筑风格独特。整个建筑采用现代化的设计理念，结合了传统的中国建筑元素，给人一种古朴而又现代的感觉。馆内的展厅和展览空间布局合理，使观众能够舒适地欣赏艺术作品。这里可以欣赏到如山水画、花鸟画、人物画等。此外，中国美术馆还收藏了大量的当代艺术品，如油画、版画、雕塑等，展现了中国艺术与世界潮流的紧密联系。总的来说，中国美术馆是一个充满魅力的艺术殿堂，值得一游!
观复博物馆,北京市朝阳区大山子张万坟金南路18号,4.8,(1158条点评),https://dimg04.c-ctrip.com/images/100v1f000001h19qkF9FD_C_220_140.jpg,M24****5467,时隔9年的冬天为了这座含猫量超标的北京观复博物馆我和我的旅行搭子又千里迢迢来到了首都北京终达成心愿[微笑]上海观复北京观复完美
龙庆峡,北京市延庆区旧县镇古城水库,4.5,(2578条点评),https://dimg04.c-ctrip.com/images/0104j120009jfck7k7FE6_C_220_140.jpg,张家小洁子,第二次来了，带老人孩子体验一下北京的青山绿水，龙庆峡的景色确实很美，不出北京就可以体验漓江山水的美景。船票有点儿贵，性价比不高。
北京欢乐水魔方,北京市丰台区小屯路11号,4.3,(1634条点评),https://dimg04.c-ctrip.com/images/1lo0r12000ct5mxug9E05_C_220_140.jpg,M48****8236,今天来水魔方体验了一把玩雪的乐趣，双龙冰滑梯、雪地冲锋艇、雪圈飞跃、暴雪飓风墙等项目超级刺激，有的我都不敢玩，个人胆子比较小。园区环境很好，是很拍照的地方很多。我们带了帽子和手套，不怕冷，尽情地玩耍了一整天。真的很好，大家可以带宝宝来体验一下！
清华大学艺术博物馆,北京市海淀区清华园1号清华大学艺术博物馆,4.5,(68条点评),https://dimg04.c-ctrip.com/images/0102t12000b8vqxi104E9_C_220_140.jpg,清风明月照我还,清华大学艺术博物馆有着悠久的历史和丰富的藏品，现有藏品23623件，品类包括书画、织绣、陶瓷、家具、青铜器及综合艺术品等六大类。现有展厅14个，展出有名人字画、馆藏工艺品、明清山水画、明清家具、清朝织绣、研究生学生作品展览等等，织绣作品有一些肚兜、扇袋等展示，织工、配色都十分精美。
地坛,北京市东城区安定门外大街东侧,4.6,(727条点评),https://dimg04.c-ctrip.com/images/100v1f000001h1dneB6E1_C_220_140.jpg,西单大叔,地坛书市回来了—— 自永乐十九年（公元1421年）明成祖迁都北京，确立了明清北京城的规划格局，作为明清两代近五百年的都城，北京逐步形成了“九坛八庙”的坛庙文化，其中“九坛”包括天坛、地坛、日坛、月坛、社稷坛、太岁坛、祈谷坛、先农坛、先蚕坛，“八庙”包括太庙、文庙、历代帝王庙、雍和宫、奉先殿、寿皇殿、传心殿、堂子。在“九坛”当中，天坛无疑是名气最大、地位最高的，明清两朝共有22位皇帝在天坛举行过六百多次祭祀活动，并且天坛直到现在也是北京的地标性建筑之一；而在“九坛”中位列第二的就是地坛，又称“方泽坛”，是中国最大的祭地之坛。地坛修建于明嘉靖九年（公元1530年），明清两朝共在这里举行过四百多次祭祀活动，祭坛上的砖石特意设置成偶数，而偶数属“阴数”，这就正与“天阳地阴”的说法相符，另外祭坛四周耸立着已有四百多年树龄的明代古树，蔚为壮观。 而对于常年在北京生活的人来说，地坛则另外具有一种特殊的地位，那就是几乎每年一度的地坛庙会和地坛书市。地坛庙会可以说是北京规模最大、热度最高、最具影响力的庙会，整个地坛公园里全是各种各样的美食、小商品、娱乐项目摊位，虽然庙会上卖的小吃品质、价格、卫生程度全都“堪忧”，但过年了没去逛个地坛庙会就总觉得“年味儿”差了几分，所以每年的地坛庙会总是摩肩擦踵，人挨人人挤人，只是从疫情开始那年起已经停办三年了吧？而说起地坛书市，则是地坛公园里的另一个“高光时刻”，全市各个书店、出版社都会在此集中，价格也是颇多优惠，在一个书市里可以同时看到那么多打折图书，而且图书品类也是面面俱到，这对于读者来说肯定是个“盛会”了，所以逛地坛书市的客流在某些时候甚至不亚于地坛庙会。地坛书市从1997年开始，直到2012年“停摆”，而停摆的原因主要是网店和电子书的冲击。而今年，时隔十余年，地坛书市又回来了，这对于逛了十几年地坛书市的人们来说，当然要去看看呀！ 书市期间入园免费，进了公园就能看到密密麻麻的摊位，而今天虽然是工作日，但逛书市的人仍然非常多，不少热门摊位都挤得水泄不通，一眼就找回了十几年前逛书市的感觉。从西门进公园，一进门就是中国书店的摊位，有图书、有文创、有音像制品，绵延几条街，肯定是书市里规模最大、人气最旺的一家了。整个公园里除了祭坛周边和公园东北角健身活动的园区，其它地方几乎全部排满了各种各样的摊位，十分壮观
玉渊潭公园,北京市海淀区西三环中路10号,4.7,(1313条点评),https://dimg04.c-ctrip.com/images/fd/tg/g1/M09/C8/64/CghzflWwvBaAZfsSAAiGdYykDf4424_C_220_140.jpg,白猫警长,来首都北京游玩，玉渊潭公园是必去景点，也是全国有名的打卡圣地!一进园就看到了一对鸳鸯戏水，很开心，也预示着愿所有的有情人终成眷属!紧接着就是一片片花海，看的我们那是如痴如醉!拍照留念的也是一波接着一波，看着一张张照片就像一幅幅作品一样，在这样的环境下游玩，让人们的心情也变得更加的美丽!
富国海底世界,北京市朝阳区工体南路工人体育场南门,4.1,(2484条点评),https://dimg04.c-ctrip.com/images/01072120009v6ob03D185_C_220_140.jpg,ballan,市区里非常不错的海底世界，里面有电梯，不用自己走路就能把整个海底隧道逛完。鱼的种类很多，还有喂食表演。海狮表演很精彩，孩子很喜欢。值得再去。
纪晓岚故居,北京市西城区珠市口西大街241号,4.3,(224条点评),https://dimg04.c-ctrip.com/images/3508170000012p032807B_C_220_140.jpg,老少皆宜程,在北京西城区的闹市区还隐藏着宝藏景点，这就是在珠市口西大街上的“纪晓岚故居”。这个历史文化景点距离前门和大栅栏比较近，可以一起来游玩儿。纪晓岚故居面积不大，但是文化氛围浓厚，这里有书店和阅览室，还有讲解员介绍内容。这里值得来看看，在携程上可以预约购票。
悬空玻璃艺术馆,北京市东城区王府井大街银泰in88二层南侧,3.5,(116条点评),https://dimg04.c-ctrip.com/images/1lo7012000cmf0bduC11D_C_220_140.jpg,M52****7301,还行吧，排队的人很多，里面是个小屋，能坐十几个人，就是坐在哪里看，就像四D电影一样，全程不到二十分钟吧！去一次就不想再去了！
烟袋斜街,北京市西城区地安门外大街48号,4.5,(521条点评),https://dimg04.c-ctrip.com/images/10011f000001h35ckE9BA_C_220_140.jpg,M32****8796,位于后海旁边的一条很有特色的小街，可以感受北京古老的胡同文化。街上有各种小吃、服饰、土特产品和纪念品。人挺多的，可以去感受一下。
北京刘老根大舞台,北京市东城区小江胡同34号（原阳平会馆）,4.3,(146条点评),https://dimg04.c-ctrip.com/images/100l1f000001gqe9008DE_C_220_140.jpg,快乐的小飞哥啊,北京刘老根大舞台，位于北京市东城区前门东街南口附近，小江胡同34、36号，本山传媒将原阳平会馆戏楼改建，于2009年5月2日举办开业典礼，迄今有14年。这是首次把东北地方戏剧二人转在首都舞台展示。
国家速滑馆,北京市朝阳区林萃路2号(近奥林匹克公园),4.8,(45条点评),https://dimg04.c-ctrip.com/images/0106w120009dzso3hDE17_C_220_140.jpg,YEY56,夏日避暑宝地，但不能久留，时间太长会让人瑟瑟发抖，开放的滑冰体验非常好，小朋友玩嗨了，我们在场外冷的跺脚，她在场内玩的满头大汗。很开心。
北京市档案馆,北京市朝阳区南磨房路31号,4.9,(141条点评),https://dimg04.c-ctrip.com/images/1lo3m12000cuu4ghdE152_C_220_140.jpg,西单大叔,好多人不知道这里也可以参观吧—— 北京市档案馆，在南磨房路北侧，之前是真的不知道原来这里也是可以入内参观的，而且还是个超大超丰富的博物馆，前几天偶尔看到别人发的内容才知道，作为资深的博物馆爱好者，赶紧上网预约，今天九点钟刚开门就进来了。这楼很气派，就是那种机关大楼的感觉，这要是行人路过谁能知道原来这里面也是可以参观的？参观是免费的，公众号上就可以预约，不预约是肯定进不来的，门口的大叔查得很严。 进来以后是五层楼，正对大门墙上是顶天立地一幅恢宏的墙画，主题是北京中轴线的一连串地标建筑。一、二、三、五层都有展厅，一层三个展厅，主要的一个主题展厅是讲北京的古今历史，从商周时建城，870年前的金中都成为北京作为国都的开始，直到近现代的抗争、解放与发展，从北京的地理、区划、历史、文化等等诸多方面全景展现了北京的方方面面，其中各个朝代各个时期的北京地图是我感兴趣的，分别在上面寻找我家的位置，另外展厅里有很多实景化的布置，使人身临其境的感觉，算是沉浸式体验了。还有特别值得提及的，就是在这里真的可以查到很多很多的历史档案，展厅里布置了很多交互设备，可以查询海量文献、书籍、资料，并且展示的形式动用了高科技的手段，知识性、趣味性、体验感都拉满，真是不虚此行。一层第二个展厅主要讲北京的解放和作为首都的建设与发展，第三个是个比较小的展厅，专门介绍李大钊同志的。二层一个展厅，专题介绍党在北京的发展，以及北京党组织在战争年代所做的贡献。三层一个主题展厅是展出古代档案珍品，这里面有很多非常珍贵的文物，可以看到从唐朝开始的各种档案资料，还有明朝的舆图、清朝的科举皇榜、康熙传位的诏书等等等等，重要文物都有视频设备进行讲解，展品非常吸引人，观展体验也非常好。现在三层还有一个关于北京统计机构成立70周年的展览，有兴趣可以看一看，在里面转了一圈还是了解到了很多以前不知道的知识。五层是体育相关的展览，讲奥运会的发展、90年北京亚运会、08年北京奥运会，也有一些珍贵的文物。 这五层七个展厅，今天还只是走马观花逛了一圈，也足足用了两个多小时，如果仔细参观的话一整天是需要的，这博物馆真是太棒了，馆舍高大宽敞、展出内容丰富、展品规格极高、展厅布置合理、互动体验感十足。但这么好的博物馆，居然人气寥寥，今天两个多小时参观过程中，就只遇到了其他三位观众，就是“包场参观”了！
什刹海冰场,北京市西城区前海西沿荷花市场游船码头,4.7,(236条点评),https://dimg04.c-ctrip.com/images/10010o000000ez17g305F_C_220_140.jpg,Yumi酱1030,对于南方迷你小土豆来说很开心的吧，因为上海都不下雪，更别说在冰上玩了，全程不想走…买的时候看了下抖音说的选择后海，看了下好像的确是后海的场地比较大，南方的小朋友我觉得挺推荐去玩的，毕竟没有嘛
昆明湖,北京市海淀区新建宫门路19号颐和园内,4.8,(408条点评),https://dimg04.c-ctrip.com/images/10010p000000ftdk87BDF_C_220_140.jpg,M40****9989,这是一处位于北京颐和园景区内的景点，宽阔的湖面，二十四孔桥再加上来往穿梭的游船！在首都北京有这样景色真是难得。【景色】北方江南，【趣味】皇家园林，【性价比】较高，游船才四十！
北京世园公园,北京市延庆区S220省道西边,4.6,(8464条点评),https://dimg04.c-ctrip.com/images/1lo1x12000bax09ptD0BE_C_220_140.jpg,冰咖啡彩虹糖,北京世园会公园即北京世园会园区，地处北京市生态涵养区美丽延庆，四季分明，自然风光秀丽，园区占地503公顷。春天，大片的林田和绿地给人以生机；夏天，妫水河畔，鸟语花香之间给人以悠然；秋日，层林尽染，碧水蓝天，让人心境豁然开朗；冬日，银装素裹，白雪皑皑，给人以纯净的自然体验。锦绣如意的中国馆、形似花海的国际馆、田园集市般的生活体验馆，有升起的地平之称的植物馆和绚丽生动的妫汭剧场，组成了世园会核心场馆。在国际园艺展示区，有各个异域风情浓重的国外展园；在中华园区展示区，保留着各省区市和港澳台地区富有当地特色的展园，让人目不暇接。植物馆作为以温室植物为主要展示的展馆，共有1千多种温室植物展出，更不乏一些难得一见的植物，让人大开眼界。
中国紫檀博物馆,北京市朝阳区建国路23号（地铁1号线高碑店站A1口出站西行400米）,4.8,(352条点评),https://dimg04.c-ctrip.com/images/10060z000000mivw48BC0_C_220_140.jpg,M29****892,中国紫檀博物馆在北京市朝阳区，展出了990件紫檀、金丝楠木黄花梨木的雕刻家具，有紫檀雕刻的天坛，北京四合院，紫檀雕刻的王府，也有紫檀和阴沉木雕刻的永定门，各种各样的雕花家具都非常精致漂亮！有紫檀雕刻的龙椅宝座，清明上河图，百骏图等。 中国紫檀博物馆共有四层展厅，我们用了三个多小时看完全部展出的紫檀雕刻家具。也展出了一些紫檀博物馆馆长陈丽华女士的画作，和陈丽华女士的荣誉证书等等。
